question,difficulty,avg_llms_fooled,cluster_size,cosine_similarity,euclidean_distance,rouge_l
Does blockade of p38 mitogen-activated protein kinase pathway ameliorate delayed gastric emptying in streptozotocin-induced diabetic rats?,Easy,0.42857142857142855,7,0.8293243646621704,0.5828691124916077,0.28157349896480327
Does blockade of p38 mitogen-activated protein kinase pathway ameliorate delayed gastric emptying in streptozotocin-induced diabetic rats?,Easy,1.0,1,0.6903892755508423,0.7869064211845398,0.30985915492957744
Does blockade of p38 mitogen-activated protein kinase pathway ameliorate delayed gastric emptying in streptozotocin-induced diabetic rats?,Easy,1.0,1,0.8591877818107605,0.530683159828186,0.3333333333333333
Does blockade of p38 mitogen-activated protein kinase pathway ameliorate delayed gastric emptying in streptozotocin-induced diabetic rats?,Easy,1.0,1,0.8842806220054626,0.48108088970184326,0.3783783783783784
Does blockade of p38 mitogen-activated protein kinase pathway ameliorate delayed gastric emptying in streptozotocin-induced diabetic rats?,Easy,0.0,1,1.0,0.0,1.0
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.2882634103298187,1.19309401512146,0.0
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Medium,2.0,1,0.6903785467147827,0.7869199514389038,0.13513513513513514
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.38125497102737427,1.1124253273010254,0.10256410256410255
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Medium,2.0,1,0.3550058901309967,1.1357765197753906,0.10256410256410255
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Medium,2.0,1,0.29908621311187744,1.1839879751205444,0.08
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.29555070400238037,1.1869703531265259,0.057142857142857134
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.23253968358039856,1.2389191389083862,0.13333333333333333
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Medium,2.0,1,0.50883948802948,0.9911211133003235,0.13157894736842105
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.37230879068374634,1.120438575744629,0.10256410256410255
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.5887160301208496,0.906955361366272,0.1081081081081081
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.5105326175689697,0.9894112944602966,0.16
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Medium,2.0,1,0.18541072309017181,1.2763928174972534,0.0273972602739726
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.4283747673034668,1.0692288875579834,0.13333333333333333
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,0.0,1,0.5338135361671448,0.9655945897102356,0.13333333333333333
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,1.0,1,0.262408584356308,1.2145709991455078,0.05633802816901408
Do minimally invasive retroperitoneoscopic surgery for psoas abscess with thoracolumbar tuberculosis?,Easy,0.0,1,1.0,0.0,1.0
Is persistent insomnia associated with mortality risk?,Medium,2.0,1,0.731082558631897,0.7333723902702332,0.21739130434782608
Is persistent insomnia associated with mortality risk?,Medium,1.5,2,0.7170704007148743,0.7443646788597107,0.23306233062330622
Is persistent insomnia associated with mortality risk?,Easy,1.0,1,0.8518775105476379,0.5442839860916138,0.2631578947368421
Is persistent insomnia associated with mortality risk?,Easy,1.0,2,0.7478822469711304,0.7078743577003479,0.19090909090909092
Is persistent insomnia associated with mortality risk?,Easy,1.0,1,0.7953981757164001,0.6396904587745667,0.2564102564102564
Is persistent insomnia associated with mortality risk?,Easy,0.0,1,0.7684565782546997,0.6805049180984497,0.1951219512195122
Is persistent insomnia associated with mortality risk?,Easy,1.0,1,0.7140763401985168,0.7562059760093689,0.15384615384615383
Is persistent insomnia associated with mortality risk?,Easy,0.0,1,0.7805252075195312,0.6625328063964844,0.15789473684210528
Is persistent insomnia associated with mortality risk?,Medium,2.0,1,0.9016951322555542,0.4434070289134979,0.1951219512195122
Is persistent insomnia associated with mortality risk?,Easy,1.0,1,0.7529468536376953,0.7029269933700562,0.20512820512820512
Is persistent insomnia associated with mortality risk?,Easy,1.0,1,0.7481284141540527,0.7097486853599548,0.14634146341463417
Is persistent insomnia associated with mortality risk?,Easy,0.0,1,0.785477876663208,0.6550148129463196,0.18604651162790697
Is persistent insomnia associated with mortality risk?,Easy,1.0,1,0.7035114765167236,0.770050048828125,0.23809523809523808
Is persistent insomnia associated with mortality risk?,Easy,0.0,1,1.0000001192092896,0.0,1.0
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.5723944902420044,0.9247761368751526,0.26086956521739135
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Medium,2.0,1,0.5357134342193604,0.9636250138282776,0.2325581395348837
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.5853752493858337,0.9106313586235046,0.23809523809523808
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.57057785987854,0.9267385601997375,0.27272727272727276
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Medium,2.0,1,0.5301350355148315,0.9693967700004578,0.1951219512195122
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Medium,2.0,1,0.5489232540130615,0.9498176574707031,0.25
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Medium,2.0,1,0.5060122013092041,0.9939696192741394,0.18604651162790697
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.41382426023483276,1.082751750946045,0.28571428571428575
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.45613011717796326,1.0429476499557495,0.1951219512195122
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.4323955774307251,1.0654617547988892,0.15
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.6549428701400757,0.830731213092804,0.22727272727272724
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Medium,2.0,1,0.40127575397491455,1.0942798852920532,0.1951219512195122
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.4131558835506439,1.0833688974380493,0.19047619047619044
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,1.0,1,0.54117351770401,0.9579420685768127,0.22727272727272724
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Medium,2.0,1,0.6262327432632446,0.8646008372306824,0.2325581395348837
Does use of PET-CT for the assessment of treatment result in patients with sarcoidosis?,Easy,0.0,1,1.0,0.0,1.0
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.93836510181427,0.35109803080558777,0.4444444444444445
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.8819551467895508,0.4858906865119934,0.358974358974359
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,3,0.8076342940330505,0.6197749972343445,0.32432432432432434
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Hard,3.0,1,0.8262637853622437,0.5894679427146912,0.358974358974359
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.7004165649414062,0.7740587592124939,0.17647058823529413
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.8755607604980469,0.4988773465156555,0.41025641025641024
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.8013405203819275,0.6303324699401855,0.32432432432432434
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.8022371530532837,0.6289083361625671,0.32432432432432434
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.839513897895813,0.5665441751480103,0.3902439024390244
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.8107525110244751,0.6152194142341614,0.35000000000000003
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.7138690948486328,0.7564799785614014,0.24390243902439024
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.8136837482452393,0.6104363799095154,0.32432432432432434
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Medium,2.0,1,0.6934926509857178,0.782952606678009,0.35000000000000003
Does atomoxetine reduce hyperactive/impulsive behaviours in neurokinin-1 receptor 'knockout ' mice?,Easy,0.0,1,1.0,0.0,1.0
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Medium,2.0,2,0.7177804112434387,0.7246422171592712,0.0759493670886076
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,1.0,1,0.5784011483192444,0.918258011341095,0.11904761904761904
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Medium,2.0,1,0.7718348503112793,0.6755222082138062,0.1839080459770115
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,1.0,1,0.7486996650695801,0.7089434266090393,0.0759493670886076
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Hard,3.0,1,0.6350607872009277,0.8543291687965393,0.16666666666666666
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Medium,2.0,1,0.5491071939468384,0.9496238827705383,0.07058823529411765
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,0.0,1,0.6272025108337402,0.863478422164917,0.14814814814814814
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,1.0,1,0.6724092960357666,0.809432864189148,0.07228915662650602
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Medium,2.0,1,0.5284422039985657,0.9711413979530334,0.07692307692307693
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Hard,3.0,1,0.4990314543247223,1.0009682178497314,0.10389610389610389
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,1.0,1,0.47538283467292786,1.0243213176727295,0.07894736842105264
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,1.0,1,0.6226218342781067,0.8687672019004822,0.10389610389610389
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Hard,3.0,1,0.5510333776473999,0.9475933313369751,0.1095890410958904
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,1.0,1,0.7252709865570068,0.7412543296813965,0.09302325581395347
Does prospective international cohort study demonstrate inability of interim PET to predict treatment failure in diffuse large B-cell lymphoma?,Easy,0.0,1,1.0,0.0,1.0
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Medium,2.0,5,0.5079315900802612,0.989367663860321,0.14062130741376025
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Medium,2.0,6,0.5801321864128113,0.9161378145217896,0.14243943191311614
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Medium,2.0,1,0.5752352476119995,0.9216992855072021,0.14285714285714288
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Medium,2.0,1,0.4958692491054535,1.0041223764419556,0.14814814814814814
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Medium,2.0,1,0.5783563852310181,0.9183067083358765,0.21052631578947364
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Medium,2.0,1,0.678864598274231,0.801418125629425,0.5
Does cardiac-specific ablation of synapse-associated protein SAP97 in mice decrease potassium currents but not sodium current?,Easy,0.0,1,1.000000238418579,0.0,1.0
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Medium,1.2,5,0.6501187086105347,0.8342953324317932,0.15384615384615383
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Medium,2.0,1,0.5884836912155151,0.9072114825248718,0.15999999999999998
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Easy,0.0,1,0.6030369997024536,0.8910253643989563,0.15999999999999998
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Medium,2.0,1,0.6687663197517395,0.8139210343360901,0.20689655172413793
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Medium,2.0,1,0.762302577495575,0.68948894739151,0.30769230769230765
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Medium,1.5,2,0.6447777152061462,0.8428787589073181,0.14285714285714285
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Medium,2.0,1,0.6535835266113281,0.8323659896850586,0.15384615384615383
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Easy,1.0,1,0.8357452154159546,0.5731576681137085,0.37037037037037035
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Easy,1.0,1,0.6404941082000732,0.8479457497596741,0.15384615384615383
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Easy,1.0,1,0.6684284806251526,0.8143361210823059,0.15999999999999998
Does hydrogen sulfide reduce inflammation following abdominal aortic occlusion in rats?,Easy,0.0,1,1.0000001192092896,0.0,1.0
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Medium,1.3333333333333333,3,0.8296666741371155,0.5800381302833557,0.20819069883944227
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Medium,1.5,2,0.7186586856842041,0.74535071849823,0.1838383838383838
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Hard,2.8333333333333335,6,0.8341829180717468,0.5718867778778076,0.24151234342223069
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Medium,2.0,2,0.5050489902496338,0.9943287968635559,0.1754385964912281
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Hard,3.0,1,0.8232226371765137,0.5946047902107239,0.2068965517241379
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Medium,2.0,1,0.8338690996170044,0.5764214992523193,0.2068965517241379
Are hospitalisation costs for infant bronchiolitis up to 20 times higher if intensive care is needed?,Easy,0.0,1,1.0000001192092896,0.0,1.0
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.8754976987838745,0.4990035593509674,0.38596491228070173
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.45415690541267395,1.0448378324508667,0.04444444444444444
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.6694186329841614,0.8131190538406372,0.21739130434782608
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Hard,3.0,1,0.5505833625793457,0.9480682015419006,0.21276595744680848
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.6073497533798218,0.886171817779541,0.16666666666666666
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,1.0,1,0.8248295187950134,0.5918959975242615,0.16666666666666666
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,1.0,1,0.5878041982650757,0.9079601764678955,0.1702127659574468
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,1.0,1,0.5170433521270752,0.9828088879585266,0.09523809523809522
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.5669100284576416,0.9306879639625549,0.20408163265306123
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,1.0,1,0.5672953724861145,0.9302737712860107,0.17391304347826086
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,1.0,1,0.5464886426925659,0.952377438545227,0.1395348837209302
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,1.0,1,0.5745890140533447,0.922400176525116,0.2553191489361702
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.4534664750099182,1.0454984903335571,0.1923076923076923
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.5943622589111328,0.9007083177566528,0.13043478260869562
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Medium,2.0,1,0.5761185884475708,0.9207403063774109,0.2
Is biliary-enteric reconstruction with hepaticoduodenostomy following laparoscopic excision of choledochal cyst associated with better postoperative outcomes : a single-centre experience?,Easy,0.0,1,1.0,0.0,1.0
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,0.4891282916069031,1.0108132362365723,0.08955223880597014
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,0.26719266176223755,1.2106256484985352,0.09375
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,1.0,1,0.2930757403373718,1.1890535354614258,0.11764705882352941
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,1.0,1,0.4378022253513336,1.0603752136230469,0.12121212121212122
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,1.0,1,0.29949986934661865,1.183638572692871,0.09230769230769231
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Medium,2.0,1,0.35460543632507324,1.1361290216445923,0.06349206349206349
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Medium,2.0,1,0.2630712389945984,1.2140252590179443,0.03225806451612903
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,0.4235462546348572,1.073735237121582,0.0967741935483871
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,0.24030989408493042,1.2326313257217407,0.06153846153846154
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,1.0,1,0.18770182132720947,1.2745965719223022,0.03125
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,0.3551017642021179,1.1356921195983887,0.030303030303030304
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Medium,2.0,1,0.41345036029815674,1.0830971002578735,0.12121212121212122
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,1.0,1,0.3750300109386444,1.1180070638656616,0.09090909090909091
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,1.0,1,0.36348435282707214,1.1282869577407837,0.06153846153846154
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,0.4101558029651642,1.0861345529556274,0.12307692307692308
Is minimally invasive coronary artery bypass grafting associated with improved clinical outcomes?,Easy,0.0,1,1.0,0.0,1.0
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Medium,1.5,2,0.8277795314788818,0.5795434713363647,0.24695652173913044
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,0.0,1,0.8321534395217896,0.5793905258178711,0.24000000000000002
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,1.0,1,0.8455253839492798,0.555832028388977,0.12765957446808512
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Medium,2.0,1,0.760576605796814,0.6919876337051392,0.12765957446808512
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,0.0,1,0.7995270490646362,0.6332030296325684,0.16666666666666666
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Hard,3.0,3,0.8585070371627808,0.5297597646713257,0.17499999999999996
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Hard,3.0,1,0.6182909607887268,0.8737380504608154,0.29090909090909095
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,1.0,1,0.44437921047210693,1.0541545152664185,0.12000000000000001
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,1.0,1,0.6702415943145752,0.8121066093444824,0.125
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,0.0,1,0.44114571809768677,1.0572173595428467,0.0816326530612245
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,0.0,1,0.5409976243972778,0.9581257104873657,0.16666666666666666
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,0.0,1,0.7417847514152527,0.7186310887336731,0.32142857142857145
Do serum miRNA biomarkers serve as a fingerprint for proliferative diabetic retinopathy?,Easy,0.0,1,1.0000001192092896,0.0,1.0
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,2.0,1,0.78607577085495,0.6541013121604919,0.3389830508474576
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,1.5,2,0.7646092176437378,0.6853182315826416,0.2811475409836066
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Hard,2.3333333333333335,3,0.9076524376869202,0.4286125600337982,0.39781420765027325
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,2.0,1,0.9403223395347595,0.3454786241054535,0.5079365079365079
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,2.0,1,0.8322663307189941,0.5791956186294556,0.47619047619047616
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,1.5,2,0.7082401514053345,0.7627182006835938,0.28571428571428575
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,2.0,1,0.85216224193573,0.5437607169151306,0.5454545454545454
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,1.5,2,0.7926220893859863,0.643376886844635,0.31666666666666665
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,2.0,1,0.6601047515869141,0.8244941830635071,0.1694915254237288
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Medium,2.0,1,0.7807753086090088,0.6621551513671875,0.2413793103448276
Is cartilage thickness at the posterior medial femoral condyle increased in femorotibial knee osteoarthritis : a cross-sectional CT arthrography study ( Part 2 )?,Easy,0.0,1,1.0,0.0,1.0
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.5980639457702637,0.8965891599655151,0.24489795918367346
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,2,0.8885715007781982,0.47170859575271606,0.2526595744680851
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.6073683500289917,0.8861508965492249,0.27999999999999997
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.667091965675354,0.815975546836853,0.23076923076923078
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.6719159483909607,0.8100420236587524,0.3018867924528302
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,2,0.6185182929039001,0.8727104067802429,0.25764705882352934
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,3,0.6964653730392456,0.7734668850898743,0.2518890633176347
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.7810693979263306,0.6617108583450317,0.3111111111111111
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Easy,1.0,1,0.6198633909225464,0.8719365000724792,0.23529411764705876
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.7365974187850952,0.7258135080337524,0.26086956521739124
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Hard,3.0,1,0.7650760412216187,0.6854545474052429,0.26086956521739124
Is fasting serum dipeptidyl peptidase-4 activity independently associated with alanine aminotransferase in type 1 diabetic patients?,Easy,0.0,1,1.0,0.0,1.0
Does traumatic brain injury induce neuroinflammation and neuronal degeneration that is associated with escalated alcohol self-administration in rats?,Medium,2.0,1,0.7870807647705078,0.6525630950927734,0.14705882352941177
Does traumatic brain injury induce neuroinflammation and neuronal degeneration that is associated with escalated alcohol self-administration in rats?,Easy,1.0,1,0.5100607872009277,0.9898881316184998,0.06349206349206349
Does traumatic brain injury induce neuroinflammation and neuronal degeneration that is associated with escalated alcohol self-administration in rats?,Medium,2.0,1,0.577134907245636,0.9196358919143677,0.06451612903225806
